estado;codigo_ibge;municipio;quantidade;fonte/filtro
RS;4308052;Faxinalzinho;92;Ano 2014
RS;4316428;Sagrada Família;91;Ano 2014
RS;4309571;Herveiras;90;Ano 2014
RS;4322855;Vespasiano Correa;90;Ano 2014
RS;4317251;Santa Tereza;90;Ano 2014
RS;4302238;Boa Vista do Incra;89;Ano 2014
RS;4312955;Nova Boa Vista;89;Ano 2014
RS;4305447;Chuvisca;89;Ano 2014
RS;4312351;Montauri;89;Ano 2014
RS;4310553;Itacurubi;88;Ano 2014
RS;4312138;Mato Castelhano;88;Ano 2014
RS;4300554;Alto Alegre;88;Ano 2014
RS;4305157;Cerro Grande;87;Ano 2014
RS;4307815;Estrela Velha;86;Ano 2014
RS;4300471;Almirante Tamandaré do Sul;86;Ano 2014
RS;4317558;Santo Antônio do Palma;85;Ano 2014
RS;4304655;Capão do Cipó;84;Ano 2014
RS;4306320;Derrubadas;83;Ano 2014
RS;4321626;Travesseiro;81;Ano 2014
RS;4314175;Pedras Altas;81;Ano 2014
RS;4323606;Vista Alegre do Prata;80;Ano 2014
RS;4310751;Ivorá;80;Ano 2014
RS;4306072;Cristal do Sul;80;Ano 2014
RS;4315131;Pouso Novo;79;Ano 2014
RS;4318457;São José das Missões;79;Ano 2014
RS;4315453;Relvado;79;Ano 2014
RS;4305371;Charrua;79;Ano 2014
RS;4310652;Itati;78;Ano 2014
RS;4313466;Novo Xingu;77;Ano 2014
RS;4321493;Toropi;77;Ano 2014
RS;4309258;Guabiju;77;Ano 2014
RS;4316972;Santa Margarida do Sul;77;Ano 2014
RS;4308250;Floriano Peixoto;76;Ano 2014
RS;4307450;Esperança do Sul;76;Ano 2014
RS;4315321;Quevedos;76;Ano 2014
RS;4314787;Ponte Preta;75;Ano 2014
RS;4302584;Bozano;75;Ano 2014
RS;4302378;Bom Progresso;74;Ano 2014
RS;4314464;Pinhal da Serra;74;Ano 2014
RS;4312625;Muliterno;73;Ano 2014
RS;4306379;Dilermando de Aguiar;71;Ano 2014
RS;4302220;Boa Vista do Cadeado;71;Ano 2014
RS;4305850;Coqueiros do Sul;71;Ano 2014
RS;4315552;Rio dos Índios;70;Ano 2014
RS;4315313;Quatro Irmãos;70;Ano 2014
RS;4308433;Forquetinha;68;Ano 2014
RS;4311239;Lagoa Bonita do Sul;68;Ano 2014
RS;4311130;Jari;68;Ano 2014
RS;4323358;Vila Lângaro;67;Ano 2014
RS;4306353;Dezesseis de Novembro;66;Ano 2014
RS;4313441;Novo Tiradentes;66;Ano 2014
RS;4321832;Três Forquilhas;65;Ano 2014
RS;4322350;União da Serra;65;Ano 2014
RS;4314555;Pirapó;64;Ano 2014
RS;4319737;São Valério do Sul;64;Ano 2014
RS;4313334;Nova Ramada;63;Ano 2014
RS;4319364;São Pedro das Missões;63;Ano 2014
RS;4301073;Arroio do Padre;62;Ano 2014
RS;4315073;Porto Vera Cruz;61;Ano 2014
RS;4320578;Sete de Setembro;60;Ano 2014
RS;4310876;Jacuizinho;59;Ano 2014
RS;4311643;Linha Nova;59;Ano 2014
RS;4300661;André da Rocha;59;Ano 2014
RS;4306429;Dois Irmãos das Missões;58;Ano 2014
RS;4309126;Gramado dos Loureiros;58;Ano 2014
RS;4301925;Barra do Rio Azul;58;Ano 2014
RS;4311734;Mampituba;56;Ano 2014
RS;4316733;Santa Cecília do Sul;55;Ano 2014
RS;4312377;Monte Alegre dos Campos;54;Ano 2014
RS;4312179;Mato Queimado;54;Ano 2014
RS;4304622;Capão Bonito do Sul;50;Ano 2014
RS;4304614;Canudos do Vale;49;Ano 2014
RS;4304853;Carlos Gomes;48;Ano 2014
RS;4305835;Coqueiro Baixo;48;Ano 2014
RS;4310579;Itapuca;47;Ano 2014
RS;4305934;Coronel Pilar;46;Ano 2014
RS;4315958;Rolador;43;Ano 2014
RS;4306924;Engenho Velho;42;Ano 2014
RS;4322343;Ubiretama;42;Ano 2014
RS;4322186;Tupanci do Sul;40;Ano 2014
RS;4302055;Benjamin Constant do Sul;40;Ano 2014
RS;4306130;Cruzaltense;40;Ano 2014
SC;4205407;Florianópolis;40690;Ano 2014
SC;4209102;Joinville;36249;Ano 2014
SC;4202404;Blumenau;25205;Ano 2014
SC;4216602;São José;16517;Ano 2014
SC;4208203;Itajaí;16160;Ano 2014
SC;4204202;Chapecó;13604;Ano 2014
SC;4202008;Balneário Camboriú;12699;Ano 2014
SC;4204608;Criciúma;11484;Ano 2014
SC;4211900;Palhoça;10320;Ano 2014
SC;4209300;Lages;9462;Ano 2014
SC;4208906;Jaraguá do Sul;9339;Ano 2014
SC;4202909;Brusque;8852;Ano 2014
SC;4218707;Tubarão;7450;Ano 2014
SC;4208302;Itapema;5155;Ano 2014
SC;4215802;São Bento do Sul;4916;Ano 2014
SC;4214805;Rio do Sul;4775;Ano 2014
SC;4207502;Indaial;4740;Ano 2014
SC;4205902;Gaspar;4522;Ano 2014
SC;4201406;Araranguá;4286;Ano 2014
SC;4211306;Navegantes;4159;Ano 2014
SC;4204301;Concórdia;4079;Ano 2014
SC;4203204;Camboriú;3952;Ano 2014
SC;4203006;Caçador;3895;Ano 2014
SC;4219507;Xanxerê;3761;Ano 2014
SC;4202305;Biguaçu;3627;Ano 2014
SC;4219309;Videira;3215;Ano 2014
SC;4207007;Içara;3163;Ano 2014
SC;4203808;Canoinhas;3062;Ano 2014
SC;4216206;São Francisco do Sul;3044;Ano 2014
SC;4207304;Imbituba;2984;Ano 2014
SC;4218202;Timbó;2947;Ano 2014
SC;4217204;São Miguel do Oeste;2750;Ano 2014
SC;4210100;Mafra;2709;Ano 2014
SC;4215000;Rio Negrinho;2510;Ano 2014
SC;4204806;Curitibanos;2471;Ano 2014
SC;4209003;Joaçaba;2386;Ano 2014
SC;4201307;Araquari;2316;Ano 2014
SC;4218004;Tijucas;2268;Ano 2014
SC;4202107;Barra Velha;2190;Ano 2014
SC;4209409;Laguna;2129;Ano 2014
SC;4206504;Guaramirim;1993;Ano 2014
SC;4217709;Sombrio;1980;Ano 2014
SC;4216305;São João Batista;1874;Ano 2014
SC;4213203;Pomerode;1871;Ano 2014
SC;4205704;Garopaba;1859;Ano 2014
SC;4203600;Campos Novos;1815;Ano 2014
SC;4210506;Maravilha;1804;Ano 2014
SC;4219705;Xaxim;1780;Ano 2014
SC;4202800;Braço do Norte;1772;Ano 2014
SC;4202453;Bombinhas;1741;Ano 2014
SC;4212502;Penha;1703;Ano 2014
SC;4216909;São Lourenço do Oeste;1686;Ano 2014
SC;4213500;Porto Belo;1683;Ano 2014
SC;4213609;Porto União;1645;Ano 2014
SC;4205506;Fraiburgo;1607;Ano 2014
SC;4208450;Itapoá;1530;Ano 2014
SC;4212908;Pinhalzinho;1491;Ano 2014
SC;4212809;Balneário Piçarras;1461;Ano 2014
SC;4208500;Ituporanga;1451;Ano 2014
SC;4206306;Guabiruba;1439;Ano 2014
SC;4215703;Santo Amaro da Imperatriz;1349;Ano 2014
SC;4203907;Capinzal;1332;Ano 2014
SC;4211702;Orleans;1319;Ano 2014
SC;4208807;Jaguaruna;1225;Ano 2014
SC;4216503;São Joaquim;1221;Ano 2014
SC;4217808;Taió;1141;Ano 2014
SC;4205456;Forquilhinha;1117;Ano 2014
SC;4205803;Garuva;1110;Ano 2014
SC;4211207;Morro da Fumaça;1086;Ano 2014
SC;4210605;Massaranduba;1076;Ano 2014
SC;4214003;Presidente Getúlio;1054;Ano 2014
SC;4206900;Ibirama;1037;Ano 2014
SC;4217501;Seara;1009;Ano 2014
SC;4207106;Ilhota;1006;Ano 2014
SC;4205001;Dionísio Cerqueira;996;Ano 2014
SC;4211751;Otacílio Costa;983;Ano 2014
SC;4204251;Cocal do Sul;968;Ano 2014
SC;4219002;Urussanga;966;Ano 2014
SC;4203956;Capivari de Baixo;962;Ano 2014
SC;4208104;Itaiópolis;944;Ano 2014
SC;4212106;Palmitos;935;Ano 2014
SC;4211504;Nova Trento;914;Ano 2014
SC;4208401;Itapiranga;905;Ano 2014
SC;4212205;Papanduva;889;Ano 2014
SC;4215505;Santa Cecília;887;Ano 2014
SC;4202057;Balneário Barra do Sul;884;Ano 2014
SC;4200101;Abelardo Luz;883;Ano 2014
SC;4213708;Pouso Redondo;881;Ano 2014
SC;4217402;Schroeder;879;Ano 2014
SC;4206702;Herval D'oeste;863;Ano 2014
SC;4206009;Governador Celso Ramos;835;Ano 2014
SC;4215109;Rodeio;814;Ano 2014
SC;4204707;Cunha Porã;788;Ano 2014
SC;4204509;Corupá;788;Ano 2014
SC;4204558;Correia Pinto;787;Ano 2014
SC;4211603;Nova Veneza;785;Ano 2014
SC;4217600;Siderópolis;780;Ano 2014
SC;4206207;Gravatal;780;Ano 2014
SC;4213401;Ponte Serrada;744;Ano 2014
SC;4204004;Catanduvas;734;Ano 2014
SC;4216701;São José do Cedro;730;Ano 2014
SC;4210001;Luiz Alves;730;Ano 2014
SC;4209904;Lontras;709;Ano 2014
SC;4201950;Balneário Arroio do Silva;707;Ano 2014
SC;4218301;Três Barras;701;Ano 2014
SC;4204400;Coronel Freitas;700;Ano 2014
SC;4217006;São Ludgero;699;Ano 2014
SC;4215455;Sangão;696;Ano 2014
SC;4218806;Turvo;681;Ano 2014
SC;4216008;São Carlos;663;Ano 2014
SC;4200200;Agrolândia;661;Ano 2014
SC;4205308;Faxinal dos Guedes;643;Ano 2014
SC;4214201;Quilombo;634;Ano 2014
SC;4209607;Lauro Muller;632;Ano 2014
SC;4201257;Apiúna;622;Ano 2014
SC;4203501;Campo Erê;620;Ano 2014
SC;4203303;Campo Alegre;616;Ano 2014
SC;4212254;Passo de Torres;605;Ano 2014
SC;4207650;Iporã do Oeste;602;Ano 2014
SC;4203709;Canelinha;595;Ano 2014
SC;4201208;Antônio Carlos;589;Ano 2014
SC;4211009;Mondaí;587;Ano 2014
SC;4216107;São Domingos;579;Ano 2014
SC;4202206;Benedito Novo;576;Ano 2014
SC;4201703;Ascurra;575;Ano 2014
SC;4218509;Treze Tílias;567;Ano 2014
SC;4207809;Irani;565;Ano 2014
SC;4220000;Balneário Rincão;547;Ano 2014
SC;4214706;Rio dos Cedros;538;Ano 2014
SC;4201505;Armazém;534;Ano 2014
SC;4206405;Guaraciaba;532;Ano 2014
SC;4215307;Salete;528;Ano 2014
SC;4202073;Balneário Gaivota;527;Ano 2014
SC;4218905;Urubici;511;Ano 2014
SC;4212304;Paulo Lopes;507;Ano 2014
SC;4209508;Laurentino;491;Ano 2014
SC;4213104;Piratuba;491;Ano 2014
SC;4202602;Bom Retiro;481;Ano 2014
SC;4208708;Jacinto Machado;474;Ano 2014
SC;4208005;Itá;471;Ano 2014
SC;4214607;Rio do Oeste;458;Ano 2014
SC;4204905;Descanso;458;Ano 2014
SC;4217303;Saudades;455;Ano 2014
SC;4210407;Maracajá;446;Ano 2014
SC;4210803;Meleiro;428;Ano 2014
SC;4215653;Santa Rosa do Sul;426;Ano 2014
SC;4209706;Lebon Régis;424;Ano 2014
SC;4211058;Monte Carlo;423;Ano 2014
SC;4218608;Trombudo Central;417;Ano 2014
SC;4217907;Tangará;417;Ano 2014
SC;4213807;Praia Grande;417;Ano 2014
SC;4200705;Alfredo Wagner;410;Ano 2014
SC;4212007;Palma Sola;399;Ano 2014
SC;4210035;Luzerna;397;Ano 2014
SC;4207908;Irineópolis;395;Ano 2014
SC;4206603;Guarujá do Sul;385;Ano 2014
SC;4207205;Imaruí;381;Ano 2014
SC;4207700;Ipumirim;380;Ano 2014
SC;4211801;Ouro;379;Ano 2014
SC;4203105;Caibi;374;Ano 2014
SC;4204350;Cordilheira Alta;374;Ano 2014
SC;4200408;Água Doce;368;Ano 2014
SC;4211405;Nova Erechim;359;Ano 2014
SC;4216404;São João do Sul;353;Ano 2014
SC;4216255;São João do Oeste;348;Ano 2014
SC;4206108;Grão Pará;343;Ano 2014
SC;4218400;Treze de Maio;343;Ano 2014
SC;4214508;Rio do Campo;332;Ano 2014
SC;4211108;Monte Castelo;330;Ano 2014
SC;4200804;Anchieta;325;Ano 2014
SC;4218251;Timbó Grande;314;Ano 2014
SC;4201000;Anita Garibaldi;312;Ano 2014
SC;4216800;São José do Cerrito;303;Ano 2014
SC;4214904;Rio Fortuna;303;Ano 2014
SC;4201604;Arroio Trinta;301;Ano 2014
SC;4219200;Vidal Ramos;298;Ano 2014
SC;4200606;Águas Mornas;295;Ano 2014
SC;4215406;Salto Veloso;281;Ano 2014
SC;4210902;Modelo;277;Ano 2014
SC;4200309;Agronômica;276;Ano 2014
SC;4210308;Major Vieira;276;Ano 2014
SC;4206652;Guatambú;263;Ano 2014
SC;4209854;Lindóia do Sul;261;Ano 2014
SC;4208609;Jaborá;261;Ano 2014
SC;4216057;São Cristovão do Sul;260;Ano 2014
SC;4201901;Aurora;259;Ano 2014
SC;4202701;Botuverá;253;Ano 2014
SC;4215679;Santa Terezinha;250;Ano 2014
SC;4215075;Riqueza;245;Ano 2014
SC;4200507;Águas de Chapecó;245;Ano 2014
SC;4203402;Campo Belo do Sul;244;Ano 2014
SC;4219358;Vitor Meireles;243;Ano 2014
SC;4207759;Iraceminha;242;Ano 2014
SC;4207403;Imbuia;240;Ano 2014
SC;4201273;Arabutã;235;Ano 2014
SC;4214409;Rio das Antas;234;Ano 2014
SC;4205209;Erval Velho;232;Ano 2014
SC;4200903;Angelina;231;Ano 2014
SC;4207601;Ipira;226;Ano 2014
SC;4212700;Petrolândia;221;Ano 2014
SC;4206801;Ibicaré;221;Ano 2014
SC;4205159;Doutor Pedrinho;218;Ano 2014
SC;4209151;José Boiteux;218;Ano 2014
SC;4205100;Dona Emma;217;Ano 2014
SC;4214300;Rancho Queimado;217;Ano 2014
SC;4218103;Timbé do Sul;216;Ano 2014
SC;4219176;Vargem Bonita;211;Ano 2014
SC;4207684;Ipuaçu;210;Ano 2014
SC;4211454;Nova Itaberaba;210;Ano 2014
SC;4217253;São Pedro de Alcântara;208;Ano 2014
SC;4218756;Tunápolis;204;Ano 2014
SC;4219408;Witmarsum;201;Ano 2014
SC;4212601;Peritiba;199;Ano 2014
SC;4219101;Vargeão;196;Ano 2014
SC;4212403;Pedras Grandes;194;Ano 2014
SC;4215208;Romelândia;193;Ano 2014
SC;4202859;Braço do Trombudo;193;Ano 2014
SC;4213005;Pinheiro Preto;191;Ano 2014
SC;4205605;Galvão;191;Ano 2014
SC;4217550;Serra Alta;187;Ano 2014
SC;4213302;Ponte Alta;187;Ano 2014
SC;4210209;Major Gercino;186;Ano 2014
SC;4216354;São João do Itaperiú;186;Ano 2014
SC;4200556;Águas Frias;180;Ano 2014
SC;4213351;Ponte Alta do Norte;180;Ano 2014
SC;4213153;Planalto Alegre;178;Ano 2014
SC;4217105;São Martinho;178;Ano 2014
SC;4212270;Passos Maia;178;Ano 2014
SC;4219606;Xavantina;176;Ano 2014
SC;4203154;Calmon;167;Ano 2014
SC;4201109;Anitápolis;164;Ano 2014
SC;4202503;Bom Jardim da Serra;161;Ano 2014
SC;4204103;Caxambu do Sul;159;Ano 2014
SC;4212650;Pescaria Brava;157;Ano 2014
SC;4202131;Bela Vista do Toldo;151;Ano 2014
SC;4202537;Bom Jesus;148;Ano 2014
SC;4218350;Treviso;146;Ano 2014
SC;4218855;União do Oeste;145;Ano 2014
SC;4205431;Formosa do Sul;144;Ano 2014
SC;4201802;Atalanta;143;Ano 2014
SC;4219853;Zortéa;142;Ano 2014
SC;4208955;Jardinópolis;135;Ano 2014
SC;4202156;Belmonte;128;Ano 2014
SC;4212239;Paraíso;128;Ano 2014
SC;4211256;Morro Grande;124;Ano 2014
SC;4217758;Sul Brasil;121;Ano 2014
SC;4209177;Jupiá;121;Ano 2014
SC;4215356;Saltinho;121;Ano 2014
SC;4209805;Leoberto Leal;120;Ano 2014
SC;4207577;Iomerê;119;Ano 2014
SC;4212056;Palmeira;115;Ano 2014
SC;4202578;Bom Jesus do Oeste;112;Ano 2014
SC;4215687;Santa Terezinha do Progresso;112;Ano 2014
SC;4205191;Ermo;108;Ano 2014
SC;4204152;Celso Ramos;108;Ano 2014
SC;4210704;Matos Costa;107;Ano 2014
SC;4215901;São Bonifácio;107;Ano 2014
SC;4215752;São Bernardino;106;Ano 2014
SC;4209201;Lacerdópolis;106;Ano 2014
SC;4219150;Vargem;103;Ano 2014
SC;4202875;Brunópolis;102;Ano 2014
SC;4215554;Santa Helena;101;Ano 2014
SC;4210852;Mirim Doce;100;Ano 2014
SC;4207858;Irati;99;Ano 2014
SC;4218954;Urupema;99;Ano 2014
SC;4201653;Arvoredo;98;Ano 2014
SC;4205175;Entre Rios;96;Ano 2014
SC;4200754;Alto Bela Vista;95;Ano 2014
SC;4214102;Presidente Nereu;94;Ano 2014
SC;4215604;Santa Rosa de Lima;92;Ano 2014
SC;4204756;Cunhataí;92;Ano 2014
SC;4206751;Ibiam;90;Ano 2014
SC;4204194;Chapadão do Lageado;89;Ano 2014
SC;4214151;Princesa;89;Ano 2014
SC;4202081;Bandeirante;87;Ano 2014
SC;4204178;Cerro Negro;87;Ano 2014
SC;4204459;Coronel Martins;85;Ano 2014
SC;4215059;Rio Rufino;82;Ano 2014
SC;4203253;Capão Alto;82;Ano 2014
SC;4211652;Novo Horizonte;82;Ano 2014
SC;4202438;Bocaina do Sul;79;Ano 2014
SC;4213906;Presidente Castello Branco;78;Ano 2014
SC;4200051;Abdon Batista;77;Ano 2014
SC;4215695;Santiago do Sul;74;Ano 2014
SC;4211850;Ouro Verde;74;Ano 2014
SC;4210050;Macieira;73;Ano 2014
SC;4211892;Painel;71;Ano 2014
SC;4210555;Marema;68;Ano 2014
SC;4217956;Tigrinhos;67;Ano 2014
SC;4205357;Flor do Sertão;63;Ano 2014
SC;4205555;Frei Rogério;62;Ano 2014
SC;4211876;Paial;57;Ano 2014
SC;4209458;Lajeado Grande;56;Ano 2014
SC;4217154;São Miguel da Boa Vista;53;Ano 2014
SC;4202099;Barra Bonita;49;Ano 2014
SE;2800308;Aracaju;29579;Ano 2014
SE;2804805;Nossa Senhora do Socorro;4294;Ano 2014
SE;2802908;Itabaiana;3016;Ano 2014
SE;2803500;Lagarto;2438;Ano 2014
SE;2806701;São Cristóvão;2381;Ano 2014
SE;2802106;Estância;2079;Ano 2014
SE;2807402;Tobias Barreto;1380;Ano 2014
SE;2805703;Propriá;996;Ano 2014
SE;2804508;Nossa Senhora da Glória;905;Ano 2014
SE;2800605;Barra dos Coqueiros;807;Ano 2014
SE;2803203;Itaporanga D'ajuda;779;Ano 2014
SE;2807105;Simão Dias;773;Ano 2014
SE;2803005;Itabaianinha;761;Ano 2014
SE;2807600;Umbaúba;742;Ano 2014
SE;2801207;Canindé de São Francisco;589;Ano 2014
SE;2804607;Nossa Senhora das Dores;549;Ano 2014
SE;2801504;Carmópolis;529;Ano 2014
SE;2803609;Laranjeiras;500;Ano 2014
SE;2804409;Neópolis;481;Ano 2014
SE;2801306;Capela;472;Ano 2014
SE;2800670;Boquim;463;Ano 2014
SE;2805505;Poço Verde;424;Ano 2014
SE;2803302;Japaratuba;389;Ano 2014
SE;2801009;Campo do Brito;370;Ano 2014
SE;2800209;Aquidabã;369;Ano 2014
SE;2806206;Salgado;342;Ano 2014
SE;2804003;Maruim;329;Ano 2014
SE;2806008;Ribeirópolis;317;Ano 2014
SE;2805406;Poço Redondo;282;Ano 2014
SE;2806107;Rosário do Catete;282;Ano 2014
SE;2801405;Carira;279;Ano 2014
SE;2801702;Cristinápolis;274;Ano 2014
SE;2805901;Riachuelo;254;Ano 2014
SE;2805604;Porto da Folha;234;Ano 2014
SE;2803401;Japoatã;227;Ano 2014
SE;2804904;Pacatuba;222;Ano 2014
SE;2802304;Frei Paulo;218;Ano 2014
SE;2807501;Tomar do Geru;209;Ano 2014
SE;2800506;Areia Branca;205;Ano 2014
SE;2804102;Moita Bonita;178;Ano 2014
SE;2802809;Indiaroba;174;Ano 2014
SE;2805307;Pirambu;170;Ano 2014
SE;2805802;Riachão do Dantas;168;Ano 2014
SE;2804201;Monte Alegre de Sergipe;167;Ano 2014
SE;2806800;São Domingos;164;Ano 2014
SE;2801603;Cedro de São João;162;Ano 2014
SE;2803906;Malhador;155;Ano 2014
SE;2805109;Pedrinhas;155;Ano 2014
SE;2800407;Arauá;138;Ano 2014
SE;2806404;Santana do São Francisco;134;Ano 2014
SE;2807204;Siriri;130;Ano 2014
SE;2806602;Santo Amaro das Brotas;129;Ano 2014
SE;2804300;Muribeca;105;Ano 2014
SE;2802007;Divina Pastora;93;Ano 2014
SE;2803708;Macambira;92;Ano 2014
SE;2804458;Nossa Senhora Aparecida;90;Ano 2014
SE;2804706;Nossa Senhora de Lourdes;89;Ano 2014
SE;2803807;Malhada dos Bois;80;Ano 2014
SE;2805208;Pinhão;80;Ano 2014
SE;2806305;Santa Luzia do Itanhy;80;Ano 2014
SE;2800704;Brejo Grande;74;Ano 2014
SE;2802502;General Maynard;73;Ano 2014
SE;2803104;Itabi;69;Ano 2014
SE;2802403;Gararu;66;Ano 2014
SE;2802700;Ilha das Flores;66;Ano 2014
SE;2802205;Feira Nova;65;Ano 2014
SE;2806909;São Francisco;59;Ano 2014
SE;2801900;Cumbe;59;Ano 2014
SE;2802601;Gracho Cardoso;55;Ano 2014
SE;2806503;Santa Rosa de Lima;50;Ano 2014
SE;2807006;São Miguel do Aleixo;36;Ano 2014
SE;2807303;Telha;34;Ano 2014
SE;2800100;Amparo de São Francisco;31;Ano 2014
SE;2801108;Canhoba;22;Ano 2014
SE;2805000;Pedra Mole;15;Ano 2014
SP;3550308;São Paulo;958899;Ano 2014
SP;3509502;Campinas;84330;Ano 2014
SP;3518800;Guarulhos;69197;Ano 2014
SP;3543402;Ribeirão Preto;56012;Ano 2014
SP;3548708;São Bernardo do Campo;46079;Ano 2014
SP;3552205;Sorocaba;44579;Ano 2014
SP;3547809;Santo André;42311;Ano 2014
SP;3549904;São José dos Campos;38376;Ano 2014
SP;3534401;Osasco;38310;Ano 2014
SP;3549805;São José do Rio Preto;35044;Ano 2014
SP;3548500;Santos;29048;Ano 2014
SP;3506003;Bauru;26429;Ano 2014
SP;3525904;Jundiaí;26101;Ano 2014
SP;3538709;Piracicaba;25001;Ano 2014
SP;3516200;Franca;24546;Ano 2014
SP;3505708;Barueri;22630;Ano 2014
SP;3530607;Mogi das Cruzes;21732;Ano 2014
SP;3526902;Limeira;20327;Ano 2014
SP;3513801;Diadema;19375;Ano 2014
SP;3548906;São Carlos;17181;Ano 2014
SP;3541000;Praia Grande;17169;Ano 2014
SP;3501608;Americana;16914;Ano 2014
SP;3510609;Carapicuíba;16336;Ano 2014
SP;3554102;Taubaté;16176;Ano 2014
SP;3552502;Suzano;15458;Ano 2014
SP;3503208;Araraquara;15145;Ano 2014
SP;3518701;Guarujá;15115;Ano 2014
SP;3529005;Marília;15033;Ano 2014
SP;3513009;Cotia;15006;Ano 2014
SP;3547304;Santana de Parnaíba;14725;Ano 2014
SP;3541406;Presidente Prudente;14587;Ano 2014
SP;3529401;Mauá;14410;Ano 2014
SP;3552809;Taboão da Serra;14359;Ano 2014
SP;3502804;Araçatuba;14297;Ano 2014
SP;3548807;São Caetano do Sul;14141;Ano 2014
SP;3552403;Sumaré;13697;Ano 2014
SP;3520509;Indaiatuba;13650;Ano 2014
SP;3551009;São Vicente;13572;Ano 2014
SP;3523107;Itaquaquecetuba;12604;Ano 2014
SP;3519071;Hortolândia;11688;Ano 2014
SP;3543907;Rio Claro;11618;Ano 2014
SP;3515004;Embu;11598;Ano 2014
SP;3507605;Bragança Paulista;10357;Ano 2014
SP;3523909;Itu;10111;Ano 2014
SP;3524402;Jacareí;9953;Ano 2014
SP;3504107;Atibaia;9888;Ano 2014
SP;3545803;Santa Bárbara D'oeste;9522;Ano 2014
SP;3507506;Botucatu;9088;Ano 2014
SP;3556206;Valinhos;8611;Ano 2014
SP;3525300;Jaú;8523;Ano 2014
SP;3522307;Itapetininga;8482;Ano 2014
SP;3522505;Itapevi;8480;Ano 2014
SP;3551702;Sertãozinho;8393;Ano 2014
SP;3506508;Birigui;8252;Ano 2014
SP;3530706;Mogi Guaçu;7883;Ano 2014
SP;3538006;Pindamonhangaba;7637;Ano 2014
SP;3534708;Ourinhos;7528;Ano 2014
SP;3511102;Catanduva;7330;Ano 2014
SP;3503307;Araras;7280;Ano 2014
SP;3539806;Poá;7247;Ano 2014
SP;3510500;Caraguatatuba;7211;Ano 2014
SP;3504008;Assis;7131;Ano 2014
SP;3505500;Barretos;7065;Ano 2014
SP;3522208;Itapecerica da Serra;7040;Ano 2014
SP;3515707;Ferraz de Vasconcelos;6948;Ano 2014
SP;3545209;Salto;6418;Ano 2014
SP;3554003;Tatuí;6384;Ano 2014
SP;3523404;Itatiba;6285;Ano 2014
SP;3557105;Votuporanga;5988;Ano 2014
SP;3518404;Guaratinguetá;5978;Ano 2014
SP;3530805;Moji Mirim;5951;Ano 2014
SP;3522406;Itapeva;5896;Ano 2014
SP;3504503;Avaré;5798;Ano 2014
SP;3536505;Paulínia;5693;Ano 2014
SP;3543303;Ribeirão Pires;5572;Ano 2014
SP;3557006;Votorantim;5548;Ano 2014
SP;3549102;São João da Boa Vista;5543;Ano 2014
SP;3522109;Itanhaém;5380;Ano 2014
SP;3526704;Leme;5305;Ano 2014
SP;3556701;Vinhedo;5257;Ano 2014
SP;3556503;Várzea Paulista;5205;Ano 2014
SP;3555406;Ubatuba;5177;Ano 2014
SP;3525003;Jandira;5146;Ano 2014
SP;3527108;Lins;5100;Ano 2014
SP;3529302;Matão;5038;Ano 2014
SP;3516408;Franco da Rocha;5029;Ano 2014
SP;3516309;Francisco Morato;5016;Ano 2014
SP;3506102;Bebedouro;4876;Ano 2014
SP;3550704;São Sebastião;4807;Ano 2014
SP;3509007;Caieiras;4684;Ano 2014
SP;3527207;Lorena;4640;Ano 2014
SP;3550605;São Roque;4628;Ano 2014
SP;3524303;Jaboticabal;4600;Ano 2014
SP;3537602;Peruíbe;4547;Ano 2014
SP;3513504;Cubatão;4523;Ano 2014
SP;3515509;Fernandópolis;4477;Ano 2014
SP;3513405;Cruzeiro;4468;Ano 2014
SP;3528502;Mairiporã;4338;Ano 2014
SP;3555000;Tupã;4284;Ano 2014
SP;3501905;Amparo;4265;Ano 2014
SP;3522604;Itapira;4261;Ano 2014
SP;3509700;Campos do Jordão;4253;Ano 2014
SP;3509205;Cajamar;4216;Ano 2014
SP;3519600;Ibitinga;4163;Ano 2014
SP;3508504;Caçapava;4103;Ano 2014
SP;3503901;Arujá;4048;Ano 2014
SP;3505906;Batatais;3878;Ano 2014
SP;3530508;Mococa;3854;Ano 2014
SP;3539301;Pirassununga;3802;Ano 2014
SP;3502101;Andradina;3784;Ano 2014
SP;3537305;Penápolis;3773;Ano 2014
SP;3530300;Mirassol;3769;Ano 2014
SP;3524709;Jaguariúna;3768;Ano 2014
SP;3526803;Lençóis Paulista;3735;Ano 2014
SP;3509601;Campo Limpo Paulista;3701;Ano 2014
SP;3540705;Porto Ferreira;3631;Ano 2014
SP;3524808;Jales;3596;Ano 2014
SP;3546405;Santa Cruz do Rio Pardo;3538;Ano 2014
SP;3533908;Olímpia;3525;Ano 2014
SP;3549706;São José do Rio Pardo;3511;Ano 2014
SP;3553708;Taquaritinga;3506;Ano 2014
SP;3507001;Boituva;3495;Ano 2014
SP;3533403;Nova Odessa;3488;Ano 2014
SP;3542602;Registro;3436;Ano 2014
SP;3519709;Ibiúna;3367;Ano 2014
SP;3540606;Porto Feliz;3355;Ano 2014
SP;3506359;Bertioga;3306;Ano 2014
SP;3502507;Aparecida;3273;Ano 2014
SP;3514403;Dracena;3156;Ano 2014
SP;3523206;Itararé;3133;Ano 2014
SP;3549409;São Joaquim da Barra;3113;Ano 2014
SP;3517406;Guaíra;3101;Ano 2014
